Date,Price,Open,High,Low,Vol.,Change %
10/29/2021,100995,99418,102399,97792,511050,0.0171
10/28/2021,99295,102325,102744,99295,523860,-0.0242
10/27/2021,101759,102473,103262,100478,470390,-0.0024
10/26/2021,102005,103434,105898,101020,320130,0.0024
10/25/2021,101759,99418,102621,97496,452560,-0.7536
10/24/2021,413000,413000,413000,413000,373370,3.0586
10/22/2021,101759,98531,103385,98014,439910,0.0041
10/21/2021,101340,111417,111417,100502,502850,-0.088
10/20/2021,111122,111738,113339,109791,458680,-0.0051
10/19/2021,111688,112132,113216,110382,516460,0.0029
10/18/2021,111368,107968,112255,107820,444920,0.0367
10/15/2021,107426,109274,109914,105701,516990,-0.0023
10/14/2021,107672,112255,112723,107672,874640,-0.0093
10/13/2021,108682,103976,110801,103976,741640,0.0455
10/12/2021,103952,104272,106810,102769,726420,-0.7544
10/11/2021,423200,423200,423200,423200,326510,3.0586
10/08/2021,104272,102005,108190,102005,809950,0.0292
10/07/2021,101315,102572,104198,96708,458600,-0.0019
10/06/2021,101512,109643,110579,98925,506180,-0.0615
10/05/2021,108165,107672,111861,106342,527490,-0.7602
10/04/2021,451000,451000,451000,451000,655110,3.0586
10/01/2021,111122,113314,114793,110161,884370,-0.0343
09/30/2021,115064,108387,115803,108165,791100,0.0454
09/29/2021,110062,111122,112994,106785,684710,-0.0459
09/28/2021,115359,115951,116789,112107,480700,-0.0083
09/27/2021,116320,116049,117602,114793,179600,-0.7528
09/26/2021,470600,470600,470600,470600,297710,3.0586
09/24/2021,115951,118242,120115,114596,357330,0.0013
09/23/2021,115803,110875,116542,110875,414410,-0.7468
